content,svm_sentiment,bayes_sentiment,df_scores,df_score_senti
屏幕 效果 屏幕 效果 好 很 清晰 外形 外观 外观 漂亮 设计 很 不错 ,积极,积极,17.292,积极
屏幕 效果 棒极了 运行 速度 挺快 轻薄 程度 尺寸 不错 知道 会 有 卡顿 需要 强制 退出 满意 ,积极,积极,8.787,积极
运行 速度 屏幕 效果 不错 散热 性能 还行 ,积极,积极,7.172,积极
值得 夸 地方 屏幕 显示 效果 很 不错 很 清晰 窄 边框 看着 很 惊艳 键盘 摸 着 打字 挺舒服 有 背 光 看不见 了 散热 开始 用到 了 结束 电脑 温热 发热 方面 控制 很好 值得 称 赞 扬声器 双 扬声器 设计 很 不错 看 电影 有 感觉 棒 声音 音质 不错 音量 很大 触控板 支持 触点 这点 很棒 触控板 是 居中 符合 要求 很 喜欢 外观 大方 得体 是 喜欢 类型 这点 错 ,消极,积极,31.948,积极
笔记本 是 见 过 最大 吧 屏 占 很高 看 视频 很 舒服 处理器 玩 大型 游戏 不行 不怎么 玩游戏 处理器 够用 了 物流 挺快 到 了 京东 物流 吹 安装 win 系统 简单 一段时间 追评 ,积极,积极,13.323,积极
不错 ,积极,积极,2.651,积极
运行 速度 没有 卡顿 屏幕 效果 分辨率 高 散热 性能 基本 常温 ,积极,积极,5.799,积极
运行 速度 高 屏幕 效果 全班 笔记本 屏幕 要 好 看 图片 清晰 散热 性能 打游戏 有点 声音 英雄 联盟 开局 团战 外形 外观 屏幕 大 轻薄 程度 合 起来 同学 底座 薄 特色 唯一 地方 ps 卡 卡 到 不像话 网上 搜 显卡 支持 Adobe 软件 容易 崩溃 ,消极,积极,20.429,积极
屏幕 效果 好 轻薄 程度 优秀 外形 外观 完美 ,积极,积极,13.535,积极
机器 原封 性能 没的说 满意 ,积极,积极,6.389,积极
外形 外观 外观设计 得体 全 金属外壳 打破 笔记本 黑大粗 观感 轻薄 程度 去除 网口 老 旧 接口 轻薄 能 得到 发挥 屏幕 效果 屏幕 效果 不错 屏 体积 窄 边框 ,积极,积极,24.252,积极
意外 惊喜 啊 想 过 不到 小 本本 性能 强大 了 办公 看看 视频 足够 了 原装 带 Linux 挺好用 安装 软件 让 人 崩溃 换成 Windows 了 ,消极,消极,11.64,积极
华为 电脑 买 感觉 好 外观 漂亮 性能优越 联想 了 联想 混吃 死 品牌 无 创新 无亮点 无 节操 价钱 出口 电脑 国行 配置 高 ,积极,积极,11.724,积极
垃圾 才用 了 蓝屏 黑屏 办公 进 了 文件夹 转圈 了 结束 进程 电脑 蓝 屏 了 强制 关机 电源 键 开 不了 机 了 过 了 屏幕 亮 了 还有 进 银行 uk 转圈圈 转圈 干不了 了 结束 进程 电脑 黑屏 了 无语 ,消极,消极,-10.134,消极
京东 物流 放心 便捷 ,消极,积极,8.005,积极
喜欢 没有 熟悉 操作 ,积极,积极,4.249,积极
整体 不错 有时候 充电 会 烫 费电 是 ,积极,积极,1.949,积极
轻薄 程度 很 薄 轻便 外形 外观 轻薄 简洁 运行 速度 一般 吧 散热 性能 一般般 时 热 不用 很凉 ,积极,积极,19.548,积极
轻薄 程度 轻薄 是 轻薄 ,积极,积极,8.131,积极
锐 龙 满血 apu 出差 带 着 真不错 办公 游戏 足够 关键 是 屏幕 大 重量轻 ,积极,积极,0.754,积极
语音 指导 开机 设置 小白 完全 不用 担心 指纹 解锁 畅快 开关机 笔记本 看 电影 完全 热 风扇 声音 不大 屏幕 很大 ,消极,积极,-0.265,消极
此 用户 未填写 评价 内容 ,消极,积极,3.911,积极
外形 外观 全金属 机身 做工 精致 没有 感觉 割手 轻薄 程度 cm 厚度 kg 算 轻 吧 单手 拿握 放心 散热 性能 做 过 简单 压力 测试 键帽 温度 摸 过 米 pro 高 小 风扇 区域 声音 较大 使用 开始 高 负载 运行 风扇 启动 迅速 标压 集显 性能 释放 好 散热 噪声 接受 屏幕 效果 屏幕 值得 说道 CMN1603 雾面 屏 屏 占比 色域 高 手上 台 没有 发现 坏点 个人 认为 是 同价位 观感 最好 运行 速度 使用 运行 办公 软件 看剧 无 压力 硬盘 读取 速度 网卡 不同 没有 感觉 到 差距 特色 适配器 小巧 CtoC 支持 规格 手机 充电 开机 键 集成 指纹识别 方便 背光 键盘 触摸板 挺大 手感 不错 小键盘 缺失 没有 了 功能键 C 面 音响 带 瞩目 容易 积灰 hellip 相 插头 金属 机身 不可避免 有 漏电 情况 BTW bios 可调 设置 少 啊 同档 笔记本 性价比 很高 合 心意 相信 配合 完善 华为 生态 体验 会 ,消极,积极,71.687,积极
外形 外观 太空银 耐看 运行 速度 挺快 没有 出现 问题 屏幕 效果 全面 屏 看着 舒服 散热 性能 玩 英雄 联盟 散热 性能 感觉 不是太好 玩 了 烫 后台 运行 可能 声音 大 运行 了 响 了 轻薄 程度 轻薄 特色 屏幕 大 屏幕 素质 好 没有 小键盘 碰传 拓展 性 要求 能 要 自行车 呢 库存 紧张 双 买 送到 ,消极,积极,14.599,积极
机器 凑活 满意 赠送 该死 启动 UP 没有 提示 可选 操作 情况 直接 硬盘 重新 分区 格式化 了 所有 工作 资料 全 毁 了 支持 回退 心情 全 毁 了 电脑 总体 还行 吧 最大 亮点 屏幕 大 最大 缺陷 键盘 手感 实在 太差 差 了 原本 选 全 尺寸 键盘 图 手感 结果 没想到 老 T430 X240 差太 了 严重 后悔 ,消极,积极,14.205,积极
运行 速度 运行 速度 屏幕 效果 屏幕 很 清晰 散热 性能 散热 效果 好 外形 外观 外观 很漂亮 轻薄 程度 很薄 ,消极,积极,17.784,积极
运行 速度 没 体验 屏幕 效果 舒服 散热 性能 没 体验 外形 外观 贼 好看 轻薄 程度 一般般 特色 激活 系统 体验 了 哈 感觉 追评 ,积极,积极,19.894,积极
窄 边框 看着 很 舒服 键盘 手感 不错 不到 天 便宜 了 大洋 ,积极,积极,5.075,积极
此 用户 未填写 评价 内容 屏幕 太棒了 客服 服务 太好了 颜值 爆表 ,消极,积极,5.248,积极
运行 速度 快 屏幕 效果 高清 散热 性能 散热 快 外形 外观 外观 新颖 轻薄 程度 超薄 特色 ,积极,积极,20.91,积极
屏幕 效果 超赞 ,消极,积极,5.618,积极
运行 速度 流畅 屏幕 效果 鲜艳 散热 性能 良好 外形 外观 漂亮 轻薄 程度 薄 特色 好 ,积极,积极,22.676,积极
运行 速度 快 轻薄 程度 接受 外形 外观 大方 屏幕 效果 清晰 散热 性能 过得去 ,积极,积极,14.172,积极
帮 同事 买 ,积极,积极,-0.624,消极
惊艳 开机 速度 快 屏大 影音 效果 棒 ,积极,积极,4.287,积极
很 满意 ,积极,积极,3.37,积极
屏幕 效果 行 散热 性能 差 特色 位置 了 运行 速度 外形 外观 普通 吧 轻薄 程度 还行 ,积极,积极,11.136,积极
强迫症 患者 屏幕 黑边 对称 左细右粗 换 了 货 是 屏幕 有点 歪 充电电流 呲 呲 响 ,消极,积极,-5.332,消极
运行 速度 不卡 屏幕 效果 屏幕 不算 很 惊艳 很 清晰 散热 性能 玩游戏 做 设计 散热 行 感觉 不到 发热 外形 外观 外观 很 喜欢 灰色 低 低调 有 内涵 轻薄 程度 适中 厚度 不错 选择 特色 窄 边框 喜欢 质感 丝滑 键盘 滑 了 要 带 套 行 续航 一般 品牌 要长 ,消极,积极,39.701,积极
运行 速度 快 屏幕 效果 好 散热 性能 行 外形 外观 好看 大方 轻薄 程度 薄 特色 屏幕 占 屏 比高 很大 气 摄像机 有 特色 没 鼠标 很 伤心 pi pi ,积极,积极,15.479,积极
了 一段时间 得出 结论 优点 屏幕 大 像素 好 缺点 开机 时候 电脑 有 滋滋 声音 电源 键 支持 睡眠 设置 有 支持 键盘 键程 短 手感 差 电脑 发热 严重 换 桌面壁纸 有 滋滋 声音 切换 电脑 缩放 比例 有 滋滋 声音 电脑 管家 运行 跟开 飞机 声音 很大 发热 严重 ,消极,积极,-2.387,消极
运行 速度 低电量 会 影响 速度 好 了 屏幕 效果 色域 准 散热 性能 性能 会 低电量 变差 外形 外观 好看 轻薄 程度 薄 特色 简单 易 上手 ,积极,积极,20.632,积极
此 用户 未填写 评价 内容 ,消极,积极,3.911,积极
此 用户 未填写 评价 内容 ,消极,积极,3.911,积极
此 用户 未填写 评价 内容 ,消极,积极,3.911,积极
此 用户 未填写 评价 内容 ,消极,积极,3.911,积极
机子 不错 轻薄 便携 主要 玩游戏 不错 亲测 魔兽 世界 怀旧 服 特效 全开 帧 英雄 联盟 特效 全开 帧 数 值得 入手 ,积极,积极,17.472,积极
运行 速度 运行 速度 预想 快 散热 性能 散热 好 打 完 游戏 游戏 退 风扇 停 了 屏幕 效果 是 最大 颜值 同学 称赞 ,积极,积极,5.391,积极
屏幕 效果 棒极了 运行 速度 挺快 轻薄 程度 尺寸 不错 知道 会 有 卡顿 需要 强制 退出 满意 ,积极,积极,8.787,积极
运行 速度 不错 不错 ,积极,积极,6.604,积极
感觉 棒 商务 ,积极,积极,1.228,积极
笔记本电脑 物美价廉 买 挺值 运行 速度 电池 续航 时间 长 听 音乐 很 好听 音质 好听 足够 家用 了 好评 ,积极,积极,15.229,积极
运行 速度 还好 屏幕 效果 一般 小米 pro 看起来 要 散热 性能 还好 外形 外观 简洁 轻薄 程度 轻 ,积极,积极,14.547,积极
电脑 不太好 打开 应用 莫名其妙 风扇 转动 还有 散热 不行 买回来 还有 肉眼 可见 闪屏 情况 糟糕 购物 ,消极,积极,-2.548,消极
运行 速度 觉得 快 屏幕 效果 能 护眼 呢 散热 性能 有时候 突然 风扇 响 起来 了 外形 外观 说 漂亮 轻薄 程度 蛮轻 小点 好 了 特色 不能 上传 视频 此 用户 未填写 评价 内容 ,积极,积极,20.799,积极
运行 速度 外形 外观 完美 散热 性能 一般 屏幕 效果 好 轻薄 程度 挺薄 特色 耗电 快 ,积极,积极,15.227,积极
运行 速度 浏览 网页 卡顿 屏幕 效果 一般 散热 性能 有 噪音 外形 外观 好看 轻薄 程度 薄 特色 中规中矩 吧 ,积极,积极,13.515,积极
了 一段时间 热点 知道 是 电脑 卡 热点 带不动 键盘 失灵 过 打字 会 弹出 字母 充电 风扇 声音 很大 hellip 额 一般般 吧 ,消极,积极,0.7,积极
好 爱 了 爱 了 外形 外观 漂亮 轻薄 程度 轻薄 特色 指纹 解锁 好 屏幕 效果 屏 占 比高 运行 速度 开机 只用 了 ,积极,积极,21.221,积极
轻薄 程度 薄 特色 高 外形 外观 漂亮 运行 速度 屏幕 效果 很 清晰 散热 性能 发热 ,积极,积极,16.31,积极
运行 速度 速度 快 屏幕 效果 显示 效果 不错 散热 性能 散热 效果 行 很 安静 外形 外观 看起来 廉价 ,消极,积极,14.58,积极
电脑 超帅 屏 占比 高 性能 OK 畅 玩 LOL 有 疑惑 买 电脑 送 电脑包 嘛 总体 电脑 赞 ,积极,积极,10.271,积极
运行 速度 流畅 屏幕 效果 鲜艳 散热 性能 良好 外形 外观 漂亮 轻薄 程度 薄 特色 好 ,积极,积极,22.676,积极
超 窄 边框 超薄 机身 颜值 杠杠 色域 看电视 效果 不错 上门 装机 服务 技术人员 态度 好 不错 购物 ,积极,积极,19.118,积极
要 拿来 打游戏 请 不要 选择 Linux 系统 系统 支持 LOL 守望 游戏 QQ 音乐 没有 只能 下载 Linux 系统 商城 全 是 弟弟 不玩 益智 游戏 要换 Windows 系统 有 赠送 u 盘 内含 Windows 系统 驱动 而已 需要 购买 密钥 ,消极,消极,20.661,积极
屏幕 效果 很 清晰 散热 性能 一般 外形 外观 很 好看 运行 速度 ,积极,积极,11.043,积极
电脑 很 不错 显示 效果 良好 性能 够 工作 使用 了 唯一 遗憾 是 没有 小键盘 屏幕 效果 清楚 亮眼 轻薄 程度 很 不错 ,积极,积极,15.64,积极
屏幕 效果 行 散热 性能 差 特色 位置 了 运行 速度 外形 外观 普通 吧 轻薄 程度 还行 ,积极,积极,11.136,积极
运行 速度 屏幕 效果 很大 散热 性能 好 外形 外观 很 美观 轻薄 程度 很 轻薄 特色 开 机界面 好看 ,积极,积极,21.488,积极
运行 速度 屏幕 效果 很 不错 散热 性能 散热 不错 风扇 有时候 声音 有点 大 轻薄 程度 很 轻薄 ,积极,积极,16.592,积极
运行 速度 快 起来 很 舒服 屏幕 效果 是 值得 夸赞 地方 色域 看起来 舒服 了 轻薄 程度 挺薄 ,积极,积极,9.699,积极
换 win10 指纹 解锁 不了 咨询 了 得不到 解决 电脑 行 屏 占 比高 不显 大 ,消极,积极,-1.57,消极
大 屏 看 视频 爽 品控 好 作为 消费者 感觉 钱 花 值 期待 新品 发布 ,积极,积极,9.159,积极
运行 速度 挺快 屏幕 效果 还好 散热 性能 散热 好 玩 了 小时 热 外形 外观 好 轻薄 程度 还好 ,积极,积极,12.689,积极
运行 速度 速度 屏幕 效果 屏幕 大 视觉 感觉 强 散热 性能 轻薄 程度 是 轻薄 外形 外观 霸气 ,积极,积极,17.337,积极
运行 速度 速度 快 屏幕 效果 显示 清晰 散热 性能 好 特色 划算 轻薄 程度 很 轻 外形 外观 好看 ,积极,积极,19.23,积极
好 用 个人 新人 京东 物流 快 感觉 挺不错 好 ,积极,积极,8.962,积极
好 用 个人 新人 京东 物流 快 感觉 挺不错 好 ,积极,积极,8.962,积极
运行 速度 好 屏幕 效果 好 散热 性能 不错 外形 外观 漂亮 轻薄 程度 薄 轻 特色 杜比 声 好 ,积极,积极,23.983,积极
高端 大气 上档次 荣耀 笔记本电脑 棒 好用 实用 靓丽 强烈推荐 国货 精品 ,积极,积极,17.796,积极
运行 速度 开机 挺快 轻薄 程度 大 重量 控制 很好 屏幕 效果 挺大 看着 舒服 外形 外观 手感 好 ,积极,积极,11.013,积极
运行 速度 使用 运行 很 流畅 玩 lol 屏幕 效果 舒服 拿到 看 视频 会 有 画面 撕裂 更换 系统 好 屏幕 纯 黑 背景 不可避免 会 有 漏光 注意 没有 大 感觉 算 接受 范围 外形 外观 窄 边框 大屏幕 很 舒服 轻薄 程度 厚度 接受 不算 太重 散热 性能 一般 水准 使用 没有 区别 玩游戏 风扇 直接 起飞 傻 大黑 游戏 特色 华为 share 没 华为 手机 没用过 应该 方便 部手机 买 华为 哈哈哈 边框 触控板 有时候 电流 挺好玩 要 自行车 hellip hellip hellip hellip ,消极,积极,39.845,积极
很 不错 外观设计 简单 大方 屏幕 无敌 系统 完 office 不能 使用 这点 不行 ,积极,积极,3.92,积极
外形 外观 外观 很漂亮 质感 好 运行 速度 没有 慢 情况 轻薄 程度 很 薄 不沉 ,积极,积极,13.808,积极
运行 速度 星 屏幕 效果 星 散热 性能 星 外形 外观 星 轻薄 程度 星 特色 星 ,积极,积极,13.256,积极
屏幕 效果 惊艳 只能 形容 外形 外观 轻薄 超 Mac 苹果 散热 性能 好看 了 运行 速度 快 准 ,积极,积极,16.133,积极
运行 速度 快 屏幕 效果 高清 散热 性能 散热 快 外形 外观 外观 新颖 轻薄 程度 超薄 特色 ,积极,积极,20.91,积极
性价比 高 高 色域 笔记本 yen 价位 是 无敌 ,积极,积极,6.636,积极
值得 期待 机器 外观 时尚 运行 速度 挺快 散热 效果 好 关键 轻薄 ,积极,积极,17.138,积极
很好 开机 知道 是 散热 声音 很大 散热 性能 有 声音 舍友 说 声音 有点 大 ,消极,积极,-0.478,消极
还好 想象 屏幕 好 尺寸 没 大 惊艳 ,积极,积极,4.926,积极
运行 速度 快 屏幕 大 看 动漫 很 舒服 散热 性能 外观 好看 笔记本 薄 适合 学生 ,积极,积极,10.312,积极
运行 速度 快 稳 屏幕 效果 爽 散热 性能 棒 外形 外观 靓 轻薄 程度 赞 ,积极,积极,19.624,积极
运行 速度 快 屏幕 效果 好 散热 性能 好 外形 外观 外观 好看 轻薄 程度 轻薄 ,积极,积极,20.322,积极
系统 想要 想要 退货 客服 说 重装系统 ,消极,消极,-2.383,消极
运行 速度 完美 屏幕 效果 完美 散热 性能 好 外形 外观 完美 轻薄 程度 完美 ,积极,积极,23.159,积极
运行 速度 OK 屏幕 效果 行 外形 外观 颜色 好看 轻薄 程度 合适 ,积极,积极,12.891,积极
运行 速度 快 屏幕 效果 不错 电脑 小白 不太会 ,积极,积极,6.744,积极
散热 性能 散热 声音 有点 大 了 轻薄 程度 轻薄 很 喜欢 屏幕 效果 色彩 好 ,积极,积极,14.407,积极
锐 龙 满血 apu 出差 带 着 真不错 办公 游戏 足够 关键 是 屏幕 大 重量轻 ,积极,积极,0.754,积极
综合 体验 好 缺点 是 没有 数字键 键盘 手感 不太好 体验 ,积极,积极,7.283,积极
运行 速度 特色 服务态度 超级 好 电脑 没 声音 问题 解决 了 ,积极,积极,4.399,积极
屏幕 效果 awsomenan ,消极,积极,1.104,积极
运行 速度 开机 轻薄 程度 轻巧 手感 好 外形 外观 银白色 金属 质感 好 ,积极,积极,20.499,积极
机器 性能 好 外观 图片 漂亮 使用 体验 好 华为 品质 值得 信赖 ,积极,积极,23.111,积极
行 屏幕 不错 散热 会 异响 觉得 有点 卡顿 明显 视频 ,积极,积极,0.569,积极
东西 好 很 喜欢 送货 速度 快 很 完美 购物 体验 ,积极,积极,12.424,积极
正品 玩 大型 游戏 英雄 联盟 足够 了 主要 是 办公 没 问题 挺不错 ,积极,积极,8.452,积极
牌子 电脑 很 轻巧 携带 很 方便 起来 很 舒服 好 价格 优惠 ,积极,积极,14.387,积极
运行 速度 快 流畅 让 人 舒服 屏幕 效果 惊艳 啊 爱 了 外形 外观 酷 ,积极,积极,7.669,积极
使用 起来 物流 快 激活 顺利 学生 ,积极,积极,3.751,积极
小孩 购买 上 大学 很 不错 好 支持 华为 ,积极,积极,11.464,积极
运行 速度 快 散热 性能 好 轻薄 程度 很 薄 外形 外观 时尚 漂亮 ,积极,积极,18.671,积极
笔记本 看起来 不错 使用 没有 问题 安装 系统 正版 激活 ,消极,积极,7.371,积极
运行 速度 快 散热 性能 好 外形 外观 颜值 高 轻薄 程度 薄 ,积极,积极,13.404,积极
京东 售后 是 天 换货 完成 五星 好评 ,消极,积极,9.914,积极
屏幕 效果 好 运行 速度 快 散热 性能 一般 外形 外观 好看 ,积极,积极,11.365,积极
轻薄 屏大 到货 快 京东 服务 好 质量 放心 ,积极,积极,14.573,积极
惊艳 开机 速度 快 屏大 影音 效果 棒 ,积极,积极,4.287,积极
屏幕 效果 顺畅 散热 性能 散热 轻薄 程度 轻薄 便携 ,积极,积极,8.775,积极
了 一段时间 了 感觉 电量 还好 吧 ,积极,积极,-1.212,消极
真香 cf QQ 飞车 无 压力 主要 是 京东 达太香 了 ,消极,积极,13.403,积极
散热 性能 散热 性 好 小时 感觉 机子 燙 ,积极,积极,-0.159,消极
帮 同学 买 买 过 不错 ,积极,积极,2.55,积极
外形 外观 外观 没得说 漂亮 ,积极,积极,7.206,积极
没 使用 评 好的 额 ,消极,积极,-0.024,消极
很好 笔记本 着 很好 屏幕 完美 价格 低点 啦 ,积极,积极,7.157,积极
很 不错 用来 学习 希望 能 帮到 ,积极,积极,5.514,积极
使用 了 实惠 ,积极,积极,4.97,积极
可惜 没有 显卡 好 屏幕 大 ,消极,积极,1.457,积极
屏幕 效果 屏幕 好 看 视频 棒 ,积极,积极,4.119,积极
运行 速度 挺快 屏幕 效果 很爽 散热 性能 不错 ,积极,积极,7.172,积极
运行 速度 屏幕 效果 好 外形 外观 很漂亮 ,积极,积极,7.824,积极
隔天 送达 很 不错 装 了 win10 系统 好 ,积极,积极,6.491,积极
运行 速度 屏幕 效果 不错 散热 性能 还行 ,积极,积极,7.172,积极
屏幕 大 清晰 起来 很 顺畅 颜值 爆表 很 舒服 ,积极,积极,0.821,积极
行 运行 没有 想象 好 ,积极,积极,3.211,积极
运行 速度 快 散热 性能 好 ,积极,积极,5.49,积极
不错 买 家里人 华为 手机 很 搭配 ,积极,积极,5.983,积极
电脑 棒棒 爱 deg deg ,积极,积极,1.654,积极
京东 商城 网购 购物 ,消极,积极,6.561,积极
电脑 好 办公 不错 ,积极,积极,4.929,积极
电脑 香 喜欢 屏幕 ,积极,积极,4.219,积极
電腦 輕薄 不錯 散熱 不錯 好 評 ,积极,积极,2.547,积极
好 体验 学习 新 操作系统 速度 快 ,积极,积极,7.208,积极
屏幕 效果 棒 运行 速度 快 散热 性能 一般 ,积极,积极,6.682,积极
运行 速度 满意 华为 产品 爱 死 ,积极,积极,7.193,积极
运行 速度 开机 运行 ,积极,积极,0.881,积极
美观 易用 起来 挺不错 客服 服务 蛮好 ,消极,积极,4.162,积极
整体 不错 有时候 充电 会 烫 费电 是 ,积极,积极,1.949,积极
此 用户 未填写 评价 内容 屏幕 太棒了 客服 服务 太好了 颜值 爆表 ,消极,积极,5.248,积极
运行 速度 不错 挺快 屏幕 效果 屏幕 很 清楚 k 屏 质量 高 散热 性能 摄像头 按键 会 热 双 风扇 吹起来 很大 噪音 单 风扇 会 有 尖锐 声音 金属外壳 有利于 散热 外形 外观 商务 很 好看 不错 轻薄 程度 好 很 喜欢 厚度 重量 特色 Wi Fi 不行 品 控 差 吗 ,消极,积极,26.724,积极
电脑 下载 不了 知道 能 做 ,消极,消极,0.842,积极
喜欢 没 毛病 抢 了 抢到 ,消极,积极,1.056,积极
没用 了 来 评价 电脑 好看 ,积极,积极,0.716,积极
对得起 价格 了 不错 挺好用 ,积极,积极,4.636,积极
满意 能 送 个 电脑包 好 了 ,消极,积极,4.62,积极
买 孩子 说 反应 快 得 好 ,积极,积极,0.627,积极
垃圾 产品 软件 下载 不了 ,消极,积极,1.638,积极
机器 漂亮 装 系统 评价 ,积极,积极,1.613,积极
电池 抗用 小时 吧 ,消极,积极,-1.943,消极
电脑 样子 很 好看 上网 速度 好 ,积极,积极,5.553,积极
运行 程序 时候 风扇 声音 很大 ,消极,积极,-1.007,消极
不错 吧 办公 ,积极,积极,3.064,积极
机器 原封 性能 没的说 满意 ,积极,积极,6.389,积极
拿到 手 了 托 朋友 买 i7 Linux 版 过 了 拿到 手 试用 了 来 评价 整体 外观 很 时尚 贴 了 土豪 金 膜 看起来 银色 同事 表示 羡慕 嫉妒 恨 细节 做工 还有 待 改进 是 电源接口 能 晃动 知道 是不是 台 机子 原因 好 怕 一段时间 电源接口 出 问题 买 Linux 版本 送 很 贴心 傻瓜式 安装 windows 系统 没 激活 需要 买 正版 买 活动 降 了 软 妹币 小爷 是 开心 攻城 狮 win10 支持 版本 autocad 破 费周折 安装 了 版 运行 流畅 玩玩 游戏 画图 制表 问题 没有 ,消极,消极,35.959,积极
轻薄 程度 很 薄 有 感觉 ,积极,积极,3.169,积极
不错 漂亮 ,积极,积极,4.887,积极
喜欢 大屏幕 很 轻薄 ,积极,积极,5.849,积极
满意 性价比 高 ,积极,积极,4.176,积极
轻薄 程度 轻薄 是 轻薄 ,积极,积极,8.131,积极
运行 速度 速度 ,积极,积极,1.819,积极
散热 性能 了 发装 烫 轻薄 程度 英寸 溥挺 好 外形 外观 外壳 看上去 做功 粗 操 像是 电脑 尴尬 事 没有 网线 接口 花钱 买 了 扩展 坞 ,积极,积极,8.714,积极
散热 性能 行 有 热度 没 打游戏 外形 外观 漂亮 轻薄 程度 薄 运行 速度 特色 键盘 按键 不平 没有 统一 高度 使用 过程 键盘 有 滋滋 声 有 能 接受 吧 没有 退换货 ,消极,积极,14.969,积极
收到 漂亮 使用 好 ,积极,积极,7.2,积极
买 贵 了 ,消极,积极,-1.283,消极
吧 用用 追评 ,消极,积极,0.125,积极
外形 外观 做工 有点 问题 啊 边缘 平整 ,积极,积极,4.512,积极
运行 速度 杠杠 ,积极,积极,3.568,积极
朋友 看着 好 ,积极,积极,3.071,积极
笔记本 没有 问题 没有 配 鼠标 电脑包 购买 只用 能用 手 抱 着 电脑 逛街 科学 起码 买 个 东西 得 袋子 装 吧 总 不能 盒子 去 装 ,消极,消极,4.087,积极
运行 速度 没 发现 大 问题 屏幕 效果 散热 性能 一般 会 突然 声音 很大 外形 外观 好看 轻薄 程度 重 屏幕 大 很 舒服 特色 电脑 没有 win10 系统 office 要 买 满足 需求 ,积极,积极,11.461,积极
买 电脑 不会 来 了 键盘 纸 折痕 知道 是 拆过 是 是 物流 损坏 电脑 做工 问题 呢 是 逼死 人 了 联系 了 客服 退换货 方式 得 找 快递 花钱 麻烦 了 凑合 了 能 赔 点 钱 jd 不行 是 没 办法 事 说 电脑 颜值 高 没 问题 代 u 剪 视频 调色 时 发热 厉害 简单 剪辑 玩炉 石 完全 ok 续航 差不多 小时 唯一 舒服 是 扁 了 角 跑 出来 胶 淦 不要 u 盘装 系统 脑 瘫做 系统盘 ,消极,消极,-5.91,消极
运行 速度 流畅 屏幕 效果 屏幕 做工 一般 吧 散热 性能 散热 不错 办公 基本 是 外形 外观 做工 让 感到 外形 外观 靓丽 轻薄 程度 好 薄 特色 总体 不错 做工 还有 屏幕 价格 算 好 希望 做工 改进 ,消极,积极,42.175,积极
拿到 使用 行 金属 质感 屏幕 好 屏幕 撕裂 deepin 是 漂亮 应该 是 显卡 驱动 有 问题 会 有 画面 撕裂 安装 完 win10 自动更新 了 amd 显卡 驱动 好 了 买 是 送包 地区 原因 没有 送 就算 了 说好 送 e 卡 告诉 要 送 商品 介绍 商品名称 写 清楚 有 e 卡 算了 懒得 退 了 ,消极,消极,8.781,积极
外观 字 洋气 ,积极,积极,3.112,积极
满意 满意 网卡 贼 辣鸡 室友 同一 wifi LOL 流畅 无 压力 英雄 满地 漂移 使用 有点 卡顿 续航 不敢恭维 块钱 吧 标明 版本 网卡 板载 网卡 换 不了 还有 客服 服务态度 买完 咨询 问题 没 人 连理 不理 了 失望 买 版本 ,消极,消极,6.038,积极
感觉 性能 行 段时间 来 吧 ,积极,积极,1.067,积极
买回来 换 windows deepin 装 了 是 完全 没有 无线 网卡 驱动 去 售后 恢复 win 华为 售后 完全 知道 deepin 说出 装 系统 没 网卡 驱动 应该 找 说 有 同款 硬件 配置 搭载 deepin 售后 技术 是 清楚 样子 发现 搭载 deepin 是 高度 定制 版 荣耀 特殊 定制 换 个 deepin 版本 估计 不会 顺利 安装 deepin 官网 看到 R5 g 装 deepin 没 无线 网卡 deepin 官方 回复 华为 售后 说 无关 发现 触摸板 好像 很 松 时候 感觉 很 奇怪 响 问 售后 说 大 问题 隐隐约约 感觉 贪 了 小便宜 硬件 有 缺陷 软件 会 大 概率 适配 建议 有钱 买 华为 吧 荣耀 方面 成熟 波儿 linux 版本 估计 会 坑 人 是 品 控 一般 软件 适配 差劲 ,消极,消极,0.314,积极
屏幕 效果 超赞 ,消极,积极,5.618,积极
行 办公 管够 ,积极,积极,-0.227,消极
外形 外观 好看 ,积极,积极,4.608,积极
收到 看到 盒子 破 了 没 在意 盖 发现 品 控 边框 平整 连漆 没有 屏幕 看不出来 凑合 吧 ,消极,积极,6.561,积极
运行 速度 还行 吧 ssd 屏幕 效果 感觉 没有 漏光 散热 性能 没去 烤机 懒得 弄 外形 外观 没有 小键盘 嗷 外形 图 差 不了 轻薄 程度 薄 是 还行 特色 联网 没有 激活 还好 客服 耐心 三星 冒 得 了 ,积极,积极,9.659,积极
下单 到 了 公司 放在 门卫 拿 回家 发现 有 拆过 痕迹 少 封箱 胶带 包装盒 拆破 了 退货 ,消极,消极,-2.496,消极
机器 好 有 问题 是 电池 损耗 文件 c 盘里 有 华为 软件 管家 截图 是 qq 对话 文件 恢复 显示 文件 客服 沟通 让 问 机器 价格 配置 香 使用 起来 运行 大 软件 风扇 声 大 总体 怀疑 是 样机 退换 好 客服 让 掉头发 难 了 ,消极,消极,5.745,积极
退换 货都 有点 失望 运输 需 加强 防护 意识 换 了 了 不想 麻烦 了 就用 吧 ,消极,消极,1.65,积极
运行 速度 办公 不 打游戏 好 没 毛病 屏幕 效果 看 电影 舒服 轻薄 程度 颜值 高 了 ,积极,积极,6.094,积极
